task_id,user_id,assignment_id,title,category,priority,time_allocated,status
1084,311,2054,Complete assignment #2054,school,high,30,in_progress
1085,311,,Freelance project,work,high,30,not_started
1086,311,,Laundry,personal,high,30,in_progress
1087,312,989,Complete assignment #989,school,medium,60,completed
1088,312,990,Complete assignment #990,school,high,90,in_progress
1089,312,1019,Complete assignment #1019,school,medium,90,in_progress
1090,312,1020,Complete assignment #1020,school,low,90,in_progress
1091,312,1021,Complete assignment #1021,school,medium,45,not_started
1092,312,1022,Complete assignment #1022,school,medium,30,in_progress
1093,312,1023,Complete assignment #1023,school,low,120,in_progress
1094,312,1024,Complete assignment #1024,school,high,120,in_progress
1095,312,,Team meeting prep,work,high,60,in_progress
1096,312,,Update resume,work,high,90,not_started
1097,312,,Meal prep,personal,medium,90,not_started
1098,312,,Workout,personal,medium,90,in_progress
1099,313,1690,Complete assignment #1690,school,high,45,not_started
1100,313,1691,Complete assignment #1691,school,high,60,completed
1101,313,1692,Complete assignment #1692,school,low,90,in_progress
1102,313,1693,Complete assignment #1693,school,medium,120,completed
1103,313,1684,Complete assignment #1684,school,high,120,completed
1104,313,1685,Complete assignment #1685,school,high,60,not_started
1105,313,1686,Complete assignment #1686,school,medium,120,completed
1106,313,1687,Complete assignment #1687,school,medium,120,completed
1107,313,1688,Complete assignment #1688,school,medium,30,not_started
1108,313,1689,Complete assignment #1689,school,high,45,not_started
1109,313,,Organize fundraiser,extracurricular,medium,30,completed
1110,313,,Workout,personal,low,30,completed
1111,314,2074,Complete assignment #2074,school,medium,90,completed
1112,314,2075,Complete assignment #2075,school,low,120,not_started
1113,314,2076,Complete assignment #2076,school,low,30,in_progress
1114,314,2077,Complete assignment #2077,school,medium,120,completed
1115,314,2078,Complete assignment #2078,school,low,45,in_progress
1116,314,2129,Complete assignment #2129,school,high,90,in_progress
1117,314,2130,Complete assignment #2130,school,high,120,in_progress
1118,314,2131,Complete assignment #2131,school,low,60,in_progress
1119,314,2132,Complete assignment #2132,school,high,60,not_started
1120,314,2112,Complete assignment #2112,school,high,45,in_progress
1121,314,2113,Complete assignment #2113,school,high,45,not_started
1122,314,2114,Complete assignment #2114,school,low,30,not_started
1123,314,2115,Complete assignment #2115,school,low,30,in_progress
1124,314,2116,Complete assignment #2116,school,medium,120,in_progress
1125,314,,Volunteer event,extracurricular,high,90,in_progress
1126,314,,Submit timesheet,work,medium,90,in_progress
1127,315,1907,Complete assignment #1907,school,high,120,completed
1128,315,1908,Complete assignment #1908,school,low,90,in_progress
1129,315,1909,Complete assignment #1909,school,medium,30,in_progress
1130,315,1910,Complete assignment #1910,school,low,120,not_started
1131,315,1911,Complete assignment #1911,school,low,90,not_started
1132,315,1912,Complete assignment #1912,school,high,120,in_progress
1133,315,1913,Complete assignment #1913,school,low,60,completed
1134,315,1914,Complete assignment #1914,school,medium,90,completed
1135,315,1895,Complete assignment #1895,school,low,45,completed
1136,315,1896,Complete assignment #1896,school,low,120,in_progress
1137,315,1897,Complete assignment #1897,school,high,120,in_progress
1138,315,1898,Complete assignment #1898,school,medium,120,not_started
1139,315,1899,Complete assignment #1899,school,high,30,in_progress
1140,315,1950,Complete assignment #1950,school,medium,30,not_started
1141,315,1951,Complete assignment #1951,school,medium,60,not_started
1142,315,1952,Complete assignment #1952,school,low,45,not_started
1143,315,1953,Complete assignment #1953,school,high,60,completed
1144,315,1954,Complete assignment #1954,school,high,30,not_started
1145,315,1974,Complete assignment #1974,school,low,120,completed
1146,315,1975,Complete assignment #1975,school,high,30,in_progress
1147,315,1976,Complete assignment #1976,school,low,90,in_progress
1148,315,,Clean apartment,personal,low,45,completed
1149,315,,Shift at cafe,work,medium,90,not_started
1150,316,2001,Complete assignment #2001,school,medium,90,in_progress
1151,316,2002,Complete assignment #2002,school,low,30,completed
1152,316,2003,Complete assignment #2003,school,low,45,in_progress
1153,316,2004,Complete assignment #2004,school,medium,30,in_progress
1154,316,2005,Complete assignment #2005,school,low,90,completed
1155,316,2015,Complete assignment #2015,school,high,45,in_progress
1156,316,2016,Complete assignment #2016,school,medium,120,not_started
1157,316,2017,Complete assignment #2017,school,medium,30,completed
1158,316,2029,Complete assignment #2029,school,medium,60,not_started
1159,316,2030,Complete assignment #2030,school,medium,30,not_started
1160,316,2031,Complete assignment #2031,school,low,120,not_started
1161,316,2032,Complete assignment #2032,school,medium,120,in_progress
1162,316,2033,Complete assignment #2033,school,low,45,completed
1163,316,2006,Complete assignment #2006,school,low,30,not_started
1164,316,2007,Complete assignment #2007,school,low,60,not_started
1165,316,2008,Complete assignment #2008,school,medium,120,completed
1166,316,2009,Complete assignment #2009,school,low,60,not_started
1167,316,2010,Complete assignment #2010,school,medium,90,completed
1168,316,2011,Complete assignment #2011,school,high,30,not_started
1169,316,1983,Complete assignment #1983,school,high,45,in_progress
1170,316,1984,Complete assignment #1984,school,high,60,completed
1171,316,1985,Complete assignment #1985,school,low,90,completed
1172,316,,Call family,personal,high,30,completed
1173,316,,Practice session,extracurricular,high,90,completed
1174,316,,Update resume,work,medium,90,in_progress
1175,316,,Freelance project,work,low,90,not_started
1176,317,526,Complete assignment #526,school,high,120,not_started
1177,317,527,Complete assignment #527,school,medium,45,not_started
1178,317,528,Complete assignment #528,school,low,90,completed
1179,317,579,Complete assignment #579,school,medium,30,not_started
1180,317,580,Complete assignment #580,school,low,60,not_started
1181,317,581,Complete assignment #581,school,medium,60,completed
1182,317,582,Complete assignment #582,school,low,30,not_started
1183,317,601,Complete assignment #601,school,high,90,in_progress
1184,317,602,Complete assignment #602,school,medium,90,in_progress
1185,317,603,Complete assignment #603,school,low,45,in_progress
1186,317,604,Complete assignment #604,school,high,90,in_progress
1187,317,605,Complete assignment #605,school,high,60,not_started
1188,317,606,Complete assignment #606,school,medium,30,completed
1189,317,519,Complete assignment #519,school,medium,60,completed
1190,317,520,Complete assignment #520,school,high,45,completed
1191,317,521,Complete assignment #521,school,medium,120,in_progress
1192,317,522,Complete assignment #522,school,medium,30,completed
1193,317,,Laundry,personal,medium,90,in_progress
1194,317,,Laundry,personal,high,90,in_progress
1195,317,,Organize fundraiser,extracurricular,high,30,not_started
1196,317,,Update resume,work,high,45,not_started
1197,317,,Submit timesheet,work,medium,45,completed
1198,318,1917,Complete assignment #1917,school,low,120,not_started
1199,318,1918,Complete assignment #1918,school,medium,60,completed
1200,318,1919,Complete assignment #1919,school,high,30,not_started
1201,318,1948,Complete assignment #1948,school,high,60,completed
1202,318,1949,Complete assignment #1949,school,low,90,in_progress
1203,318,1895,Complete assignment #1895,school,medium,30,in_progress
1204,318,1896,Complete assignment #1896,school,medium,90,completed
1205,318,1897,Complete assignment #1897,school,high,45,in_progress
1206,318,1898,Complete assignment #1898,school,high,30,not_started
1207,318,1899,Complete assignment #1899,school,high,120,in_progress
1208,318,,Volunteer event,extracurricular,medium,45,in_progress
1209,318,,Volunteer event,extracurricular,low,30,not_started
1210,319,1046,Complete assignment #1046,school,high,30,not_started
1211,319,1047,Complete assignment #1047,school,high,30,not_started
1212,319,1048,Complete assignment #1048,school,high,90,in_progress
1213,319,1049,Complete assignment #1049,school,low,120,completed
1214,319,1050,Complete assignment #1050,school,low,60,completed
1215,319,1051,Complete assignment #1051,school,low,60,in_progress
1216,319,1096,Complete assignment #1096,school,low,120,not_started
1217,319,1097,Complete assignment #1097,school,low,30,in_progress
1218,319,1098,Complete assignment #1098,school,low,120,not_started
1219,319,1079,Complete assignment #1079,school,low,60,in_progress
1220,319,1080,Complete assignment #1080,school,high,90,not_started
1221,319,1081,Complete assignment #1081,school,medium,60,not_started
1222,319,1082,Complete assignment #1082,school,medium,120,completed
1223,319,1113,Complete assignment #1113,school,medium,90,completed
1224,319,1114,Complete assignment #1114,school,medium,90,completed
1225,319,1115,Complete assignment #1115,school,medium,120,not_started
1226,319,1083,Complete assignment #1083,school,medium,30,not_started
1227,319,1084,Complete assignment #1084,school,low,120,not_started
1228,319,,Rehearsal,extracurricular,high,90,completed
1229,319,,Call family,personal,low,60,completed
1230,319,,Freelance project,work,medium,15,completed
1231,320,583,Complete assignment #583,school,low,120,in_progress
1232,320,584,Complete assignment #584,school,high,120,completed
1233,320,585,Complete assignment #585,school,high,30,completed
1234,320,586,Complete assignment #586,school,high,30,completed
1235,320,587,Complete assignment #587,school,high,120,in_progress
1236,320,588,Complete assignment #588,school,medium,60,not_started
1237,320,571,Complete assignment #571,school,high,60,completed
1238,320,572,Complete assignment #572,school,medium,45,completed
1239,320,,Team meeting prep,work,medium,15,completed
1240,320,,Organize fundraiser,extracurricular,medium,15,in_progress
1241,320,,Grocery shopping,personal,medium,60,completed
1242,320,,Organize fundraiser,extracurricular,low,90,completed
1243,321,1265,Complete assignment #1265,school,low,120,not_started
1244,321,1266,Complete assignment #1266,school,medium,120,completed
1245,321,1267,Complete assignment #1267,school,high,60,completed
1246,321,1268,Complete assignment #1268,school,medium,60,not_started
1247,321,1240,Complete assignment #1240,school,medium,90,in_progress
1248,321,1241,Complete assignment #1241,school,low,120,in_progress
1249,321,1242,Complete assignment #1242,school,low,45,completed
1250,321,1243,Complete assignment #1243,school,low,45,not_started
1251,321,,Laundry,personal,medium,15,not_started
1252,321,,Team meeting prep,work,low,30,completed
1253,321,,Submit timesheet,work,high,60,completed
1254,321,,Volunteer event,extracurricular,medium,90,not_started
1255,322,1464,Complete assignment #1464,school,medium,30,in_progress
1256,322,1465,Complete assignment #1465,school,medium,120,completed
1257,322,1466,Complete assignment #1466,school,low,30,not_started
1258,322,1467,Complete assignment #1467,school,medium,90,completed
1259,322,1468,Complete assignment #1468,school,high,90,completed
1260,322,1427,Complete assignment #1427,school,medium,60,completed
1261,322,1428,Complete assignment #1428,school,high,45,completed
1262,322,1469,Complete assignment #1469,school,high,120,completed
1263,322,1470,Complete assignment #1470,school,high,30,not_started
1264,322,1471,Complete assignment #1471,school,low,120,in_progress
1265,322,1472,Complete assignment #1472,school,high,90,in_progress
1266,322,1473,Complete assignment #1473,school,medium,45,in_progress
1267,322,1423,Complete assignment #1423,school,high,60,completed
1268,322,1424,Complete assignment #1424,school,low,45,not_started
1269,322,,Submit timesheet,work,high,90,completed
1270,322,,Practice session,extracurricular,medium,60,in_progress
1271,322,,Freelance project,work,low,30,in_progress
1272,322,,Rehearsal,extracurricular,high,45,not_started
1273,323,1932,Complete assignment #1932,school,medium,45,not_started
1274,323,1933,Complete assignment #1933,school,medium,90,in_progress
1275,323,1934,Complete assignment #1934,school,low,60,completed
1276,323,1955,Complete assignment #1955,school,medium,120,completed
1277,323,1956,Complete assignment #1956,school,low,60,not_started
1278,323,1957,Complete assignment #1957,school,low,120,completed
1279,323,1958,Complete assignment #1958,school,low,30,in_progress
1280,323,1959,Complete assignment #1959,school,low,120,in_progress
1281,323,1945,Complete assignment #1945,school,low,30,in_progress
1282,323,1946,Complete assignment #1946,school,low,60,not_started
1283,323,1947,Complete assignment #1947,school,high,90,completed
1284,323,1915,Complete assignment #1915,school,high,45,completed
1285,323,1916,Complete assignment #1916,school,medium,30,completed
1286,323,1950,Complete assignment #1950,school,low,90,completed
1287,323,1951,Complete assignment #1951,school,medium,60,not_started
1288,323,1952,Complete assignment #1952,school,low,60,completed
1289,323,1953,Complete assignment #1953,school,low,60,completed
1290,323,1954,Complete assignment #1954,school,high,45,completed
1291,323,,Submit timesheet,work,medium,45,in_progress
1292,323,,Meal prep,personal,high,15,completed
1293,323,,Club meeting,extracurricular,medium,15,completed
1294,323,,Call family,personal,low,90,completed
1295,324,188,Complete assignment #188,school,high,30,completed
1296,324,189,Complete assignment #189,school,high,30,not_started
1297,324,190,Complete assignment #190,school,high,90,completed
1298,324,191,Complete assignment #191,school,low,45,not_started
1299,324,192,Complete assignment #192,school,low,90,completed
1300,324,193,Complete assignment #193,school,high,90,not_started
1301,324,172,Complete assignment #172,school,low,30,completed
1302,324,173,Complete assignment #173,school,high,45,not_started
1303,324,232,Complete assignment #232,school,low,90,in_progress
1304,324,233,Complete assignment #233,school,low,45,not_started
1305,324,,Clean apartment,personal,high,90,not_started
1306,324,,Organize fundraiser,extracurricular,high,30,completed
1307,324,,Update resume,work,high,60,in_progress
1308,324,,Clean apartment,personal,high,45,completed
1309,325,639,Complete assignment #639,school,medium,30,not_started
1310,325,640,Complete assignment #640,school,medium,90,completed
1311,325,641,Complete assignment #641,school,medium,45,completed
1312,325,642,Complete assignment #642,school,low,45,in_progress
1313,325,643,Complete assignment #643,school,medium,30,in_progress
1314,325,644,Complete assignment #644,school,medium,45,completed
1315,325,680,Complete assignment #680,school,medium,90,completed
1316,325,681,Complete assignment #681,school,high,45,not_started
1317,325,682,Complete assignment #682,school,medium,120,not_started
1318,325,,Submit timesheet,work,medium,45,completed
1319,325,,Organize fundraiser,extracurricular,medium,60,in_progress
1320,325,,Update resume,work,medium,30,in_progress
1321,325,,Update resume,work,medium,60,not_started
1322,325,,Submit timesheet,work,low,15,completed
1323,326,164,Complete assignment #164,school,high,120,in_progress
1324,326,165,Complete assignment #165,school,high,120,not_started
1325,326,89,Complete assignment #89,school,high,30,completed
1326,326,90,Complete assignment #90,school,low,60,completed
1327,326,121,Complete assignment #121,school,high,30,completed
1328,326,122,Complete assignment #122,school,high,45,in_progress
1329,326,123,Complete assignment #123,school,low,45,completed
1330,326,124,Complete assignment #124,school,medium,45,not_started
1331,326,166,Complete assignment #166,school,low,60,in_progress
1332,326,167,Complete assignment #167,school,low,120,completed
1333,326,168,Complete assignment #168,school,low,30,completed
1334,326,169,Complete assignment #169,school,high,30,in_progress
1335,326,170,Complete assignment #170,school,medium,30,not_started
1336,326,171,Complete assignment #171,school,medium,30,not_started
1337,326,,Update resume,work,high,15,completed
1338,326,,Organize fundraiser,extracurricular,low,45,completed
1339,326,,Shift at cafe,work,high,60,not_started
1340,327,1253,Complete assignment #1253,school,high,120,completed
1341,327,1254,Complete assignment #1254,school,low,30,completed
1342,327,1255,Complete assignment #1255,school,medium,45,completed
1343,327,1256,Complete assignment #1256,school,medium,60,in_progress
1344,327,1257,Complete assignment #1257,school,high,30,in_progress
1345,327,1258,Complete assignment #1258,school,medium,45,not_started
1346,327,1229,Complete assignment #1229,school,high,120,in_progress
1347,327,1230,Complete assignment #1230,school,medium,90,not_started
1348,327,1231,Complete assignment #1231,school,medium,120,not_started
1349,327,1232,Complete assignment #1232,school,medium,120,in_progress
1350,327,1233,Complete assignment #1233,school,medium,30,completed
1351,327,1234,Complete assignment #1234,school,high,90,completed
1352,327,1240,Complete assignment #1240,school,high,30,in_progress
1353,327,1241,Complete assignment #1241,school,high,30,in_progress
1354,327,1242,Complete assignment #1242,school,low,90,in_progress
1355,327,1243,Complete assignment #1243,school,high,30,completed
1356,327,1287,Complete assignment #1287,school,medium,45,completed
1357,327,1288,Complete assignment #1288,school,low,30,in_progress
1358,327,1289,Complete assignment #1289,school,low,90,in_progress
1359,327,1290,Complete assignment #1290,school,low,45,in_progress
1360,327,1291,Complete assignment #1291,school,medium,120,completed
1361,327,1292,Complete assignment #1292,school,high,45,not_started
1362,327,1244,Complete assignment #1244,school,medium,60,in_progress
1363,327,1245,Complete assignment #1245,school,high,60,completed
1364,327,1246,Complete assignment #1246,school,low,60,completed
1365,327,1247,Complete assignment #1247,school,high,90,completed
1366,327,1248,Complete assignment #1248,school,medium,45,completed
1367,327,1249,Complete assignment #1249,school,medium,120,in_progress
1368,327,,Organize fundraiser,extracurricular,high,60,completed
1369,327,,Laundry,personal,low,15,in_progress
1370,327,,Team meeting prep,work,low,15,not_started
1371,328,2036,Complete assignment #2036,school,high,30,not_started
1372,328,2037,Complete assignment #2037,school,medium,30,not_started
1373,328,2038,Complete assignment #2038,school,medium,90,not_started
1374,328,2039,Complete assignment #2039,school,high,90,not_started
1375,328,2040,Complete assignment #2040,school,high,90,in_progress
1376,328,1981,Complete assignment #1981,school,medium,30,in_progress
1377,328,1982,Complete assignment #1982,school,medium,60,in_progress
1378,328,1991,Complete assignment #1991,school,high,60,in_progress
1379,328,1992,Complete assignment #1992,school,low,45,not_started
1380,328,2067,Complete assignment #2067,school,high,45,completed
1381,328,2068,Complete assignment #2068,school,high,60,in_progress
1382,328,2069,Complete assignment #2069,school,medium,90,in_progress
1383,328,2070,Complete assignment #2070,school,medium,45,not_started
1384,328,2006,Complete assignment #2006,school,high,90,not_started
1385,328,2007,Complete assignment #2007,school,medium,45,not_started
1386,328,2008,Complete assignment #2008,school,low,30,in_progress
1387,328,2009,Complete assignment #2009,school,low,45,completed
1388,328,2010,Complete assignment #2010,school,high,90,in_progress
1389,328,2011,Complete assignment #2011,school,low,120,in_progress
1390,328,,Update resume,work,high,90,completed
1391,328,,Club meeting,extracurricular,low,45,in_progress
1392,328,,Rehearsal,extracurricular,high,45,in_progress
1393,329,615,Complete assignment #615,school,medium,60,in_progress
1394,329,616,Complete assignment #616,school,high,45,not_started
1395,329,617,Complete assignment #617,school,low,30,completed
1396,329,618,Complete assignment #618,school,medium,45,not_started
1397,329,619,Complete assignment #619,school,low,45,completed
1398,329,620,Complete assignment #620,school,high,90,in_progress
1399,329,639,Complete assignment #639,school,high,120,not_started
1400,329,640,Complete assignment #640,school,high,120,completed
1401,329,641,Complete assignment #641,school,medium,45,not_started
1402,329,642,Complete assignment #642,school,low,45,not_started
1403,329,643,Complete assignment #643,school,high,45,not_started
1404,329,644,Complete assignment #644,school,medium,30,in_progress
1405,329,,Submit timesheet,work,medium,60,completed
1406,329,,Practice session,extracurricular,high,15,not_started
1407,330,2568,Complete assignment #2568,school,medium,90,completed
1408,330,2569,Complete assignment #2569,school,high,90,in_progress
1409,330,2570,Complete assignment #2570,school,high,60,in_progress
1410,330,2580,Complete assignment #2580,school,high,45,completed
1411,330,2581,Complete assignment #2581,school,high,60,completed
1412,330,2582,Complete assignment #2582,school,medium,120,in_progress
1413,330,2583,Complete assignment #2583,school,high,60,completed
1414,330,2525,Complete assignment #2525,school,high,90,completed
1415,330,2526,Complete assignment #2526,school,low,30,completed
1416,330,2527,Complete assignment #2527,school,medium,60,completed
1417,330,2597,Complete assignment #2597,school,low,120,in_progress
1418,330,2598,Complete assignment #2598,school,low,90,in_progress
1419,330,2599,Complete assignment #2599,school,high,30,not_started
1420,330,2600,Complete assignment #2600,school,medium,120,not_started
1421,330,2601,Complete assignment #2601,school,high,60,in_progress
1422,330,2528,Complete assignment #2528,school,medium,60,in_progress
1423,330,2529,Complete assignment #2529,school,low,120,not_started
1424,330,2530,Complete assignment #2530,school,high,60,completed
1425,330,2531,Complete assignment #2531,school,medium,30,completed
1426,330,2532,Complete assignment #2532,school,high,60,not_started
1427,330,,Grocery shopping,personal,high,60,completed
1428,330,,Clean apartment,personal,medium,30,in_progress
1429,331,692,Complete assignment #692,school,high,120,completed
1430,331,693,Complete assignment #693,school,low,60,not_started
1431,331,694,Complete assignment #694,school,high,45,completed
1432,331,695,Complete assignment #695,school,low,45,not_started
1433,331,696,Complete assignment #696,school,low,30,in_progress
1434,331,658,Complete assignment #658,school,high,30,in_progress
1435,331,659,Complete assignment #659,school,high,60,completed
1436,331,660,Complete assignment #660,school,low,120,completed
1437,331,661,Complete assignment #661,school,medium,60,completed
1438,331,662,Complete assignment #662,school,low,120,completed
1439,331,663,Complete assignment #663,school,medium,120,not_started
1440,331,621,Complete assignment #621,school,high,90,in_progress
1441,331,622,Complete assignment #622,school,high,30,not_started
1442,331,,Call family,personal,low,30,in_progress
1443,331,,Rehearsal,extracurricular,low,90,in_progress
1444,331,,Laundry,personal,low,45,in_progress
1445,332,135,Complete assignment #135,school,medium,30,in_progress
1446,332,136,Complete assignment #136,school,high,30,in_progress
1447,332,137,Complete assignment #137,school,medium,30,not_started
1448,332,166,Complete assignment #166,school,low,45,completed
1449,332,167,Complete assignment #167,school,low,60,in_progress
1450,332,168,Complete assignment #168,school,low,45,completed
1451,332,169,Complete assignment #169,school,low,60,in_progress
1452,332,170,Complete assignment #170,school,high,45,in_progress
1453,332,171,Complete assignment #171,school,high,45,completed
1454,332,,Club meeting,extracurricular,medium,45,not_started
1455,332,,Submit timesheet,work,medium,60,not_started
1456,332,,Update resume,work,low,30,completed
1457,333,1244,Complete assignment #1244,school,medium,90,not_started
1458,333,1245,Complete assignment #1245,school,medium,60,in_progress
1459,333,1246,Complete assignment #1246,school,medium,120,in_progress
1460,333,1247,Complete assignment #1247,school,high,45,not_started
1461,333,1248,Complete assignment #1248,school,high,90,not_started
1462,333,1249,Complete assignment #1249,school,high,45,completed
1463,333,1253,Complete assignment #1253,school,medium,60,completed
1464,333,1254,Complete assignment #1254,school,high,60,not_started
1465,333,1255,Complete assignment #1255,school,high,120,in_progress
1466,333,1256,Complete assignment #1256,school,high,60,not_started
1467,333,1257,Complete assignment #1257,school,low,60,not_started
1468,333,1258,Complete assignment #1258,school,medium,30,completed
1469,333,1250,Complete assignment #1250,school,high,45,in_progress
1470,333,1251,Complete assignment #1251,school,medium,120,in_progress
1471,333,1252,Complete assignment #1252,school,high,90,completed
1472,333,,Club meeting,extracurricular,high,45,completed
1473,333,,Freelance project,work,medium,60,in_progress
1474,334,1935,Complete assignment #1935,school,high,30,not_started
1475,334,1936,Complete assignment #1936,school,medium,60,not_started
1476,334,1937,Complete assignment #1937,school,high,45,completed
1477,334,1974,Complete assignment #1974,school,medium,120,in_progress
1478,334,1975,Complete assignment #1975,school,high,90,completed
1479,334,1976,Complete assignment #1976,school,medium,45,not_started
1480,334,1928,Complete assignment #1928,school,medium,120,in_progress
1481,334,1929,Complete assignment #1929,school,high,90,in_progress
1482,334,1930,Complete assignment #1930,school,low,120,not_started
1483,334,1931,Complete assignment #1931,school,medium,60,completed
1484,334,1943,Complete assignment #1943,school,medium,120,not_started
1485,334,1944,Complete assignment #1944,school,high,45,completed
1486,334,,Workout,personal,low,45,completed
1487,334,,Shift at cafe,work,medium,30,completed
1488,334,,Organize fundraiser,extracurricular,low,60,not_started
1489,335,1717,Complete assignment #1717,school,low,45,completed
1490,335,1718,Complete assignment #1718,school,medium,60,not_started
1491,335,1719,Complete assignment #1719,school,low,45,in_progress
1492,335,1720,Complete assignment #1720,school,high,45,not_started
1493,335,1721,Complete assignment #1721,school,high,60,not_started
1494,335,1694,Complete assignment #1694,school,low,60,not_started
1495,335,1695,Complete assignment #1695,school,high,90,completed
1496,335,1696,Complete assignment #1696,school,medium,90,completed
1497,335,1697,Complete assignment #1697,school,high,45,completed
1498,335,1698,Complete assignment #1698,school,low,90,not_started
1499,335,1714,Complete assignment #1714,school,low,90,completed
1500,335,1715,Complete assignment #1715,school,medium,90,in_progress
1501,335,1716,Complete assignment #1716,school,high,30,in_progress
1502,335,1703,Complete assignment #1703,school,high,120,not_started
1503,335,1704,Complete assignment #1704,school,high,45,completed
1504,335,1705,Complete assignment #1705,school,medium,60,in_progress
1505,335,1706,Complete assignment #1706,school,low,120,in_progress
1506,335,1707,Complete assignment #1707,school,medium,30,completed
1507,335,1708,Complete assignment #1708,school,low,90,not_started
1508,335,,Organize fundraiser,extracurricular,low,45,in_progress
1509,335,,Team meeting prep,work,low,45,in_progress
1510,335,,Clean apartment,personal,low,45,completed
1511,336,2533,Complete assignment #2533,school,medium,45,not_started
1512,336,2534,Complete assignment #2534,school,high,120,completed
1513,336,2535,Complete assignment #2535,school,medium,30,in_progress
1514,336,2536,Complete assignment #2536,school,high,30,completed
1515,336,2537,Complete assignment #2537,school,medium,30,not_started
1516,336,2528,Complete assignment #2528,school,low,120,in_progress
1517,336,2529,Complete assignment #2529,school,high,90,not_started
1518,336,2530,Complete assignment #2530,school,high,90,in_progress
1519,336,2531,Complete assignment #2531,school,low,60,in_progress
1520,336,2532,Complete assignment #2532,school,high,30,completed
1521,336,,Call family,personal,medium,45,completed
1522,336,,Club meeting,extracurricular,low,60,completed
1523,336,,Club meeting,extracurricular,low,15,in_progress
1524,336,,Meal prep,personal,medium,30,completed
1525,336,,Laundry,personal,medium,60,not_started
1526,337,1279,Complete assignment #1279,school,medium,30,not_started
1527,337,1280,Complete assignment #1280,school,medium,90,in_progress
1528,337,1281,Complete assignment #1281,school,high,60,not_started
1529,337,1282,Complete assignment #1282,school,medium,60,completed
1530,337,1283,Complete assignment #1283,school,low,120,not_started
1531,337,1306,Complete assignment #1306,school,medium,60,in_progress
1532,337,1307,Complete assignment #1307,school,medium,60,not_started
1533,337,1259,Complete assignment #1259,school,low,120,not_started
1534,337,1260,Complete assignment #1260,school,high,30,in_progress
1535,337,1261,Complete assignment #1261,school,medium,45,not_started
1536,337,1262,Complete assignment #1262,school,high,30,not_started
1537,337,1263,Complete assignment #1263,school,low,90,in_progress
1538,337,1264,Complete assignment #1264,school,medium,60,completed
1539,337,,Meal prep,personal,high,60,not_started
1540,337,,Practice session,extracurricular,low,30,completed
1541,337,,Laundry,personal,low,60,completed
1542,338,2349,Complete assignment #2349,school,high,30,in_progress
1543,338,2350,Complete assignment #2350,school,high,60,in_progress
1544,338,2351,Complete assignment #2351,school,low,45,completed
1545,338,2406,Complete assignment #2406,school,medium,30,completed
1546,338,2407,Complete assignment #2407,school,medium,30,completed
1547,338,2408,Complete assignment #2408,school,high,60,completed
1548,338,2409,Complete assignment #2409,school,high,120,in_progress
1549,338,2410,Complete assignment #2410,school,low,30,in_progress
1550,338,2382,Complete assignment #2382,school,medium,45,completed
1551,338,2383,Complete assignment #2383,school,medium,60,completed
1552,338,2384,Complete assignment #2384,school,low,60,in_progress
1553,338,2385,Complete assignment #2385,school,low,120,in_progress
1554,338,2386,Complete assignment #2386,school,low,60,not_started
1555,338,2359,Complete assignment #2359,school,medium,45,not_started
1556,338,2360,Complete assignment #2360,school,medium,45,not_started
1557,338,2361,Complete assignment #2361,school,medium,120,completed
1558,338,2362,Complete assignment #2362,school,high,60,not_started
1559,338,2363,Complete assignment #2363,school,low,30,completed
1560,338,2364,Complete assignment #2364,school,low,30,completed
1561,338,2399,Complete assignment #2399,school,high,120,completed
1562,338,2400,Complete assignment #2400,school,high,90,completed
1563,338,2401,Complete assignment #2401,school,medium,120,in_progress
1564,338,,Practice session,extracurricular,medium,45,completed
1565,338,,Team meeting prep,work,high,60,not_started
1566,339,1849,Complete assignment #1849,school,high,45,completed
1567,339,1850,Complete assignment #1850,school,medium,90,not_started
1568,339,1825,Complete assignment #1825,school,high,30,completed
1569,339,1826,Complete assignment #1826,school,high,60,not_started
1570,339,1805,Complete assignment #1805,school,high,120,in_progress
1571,339,1806,Complete assignment #1806,school,medium,60,in_progress
1572,339,1807,Complete assignment #1807,school,medium,30,not_started
1573,339,1808,Complete assignment #1808,school,high,45,completed
1574,339,1800,Complete assignment #1800,school,high,90,in_progress
1575,339,1801,Complete assignment #1801,school,low,60,in_progress
1576,339,1802,Complete assignment #1802,school,medium,45,in_progress
1577,339,1803,Complete assignment #1803,school,high,45,in_progress
1578,339,1804,Complete assignment #1804,school,low,30,in_progress
1579,339,,Submit timesheet,work,medium,30,completed
1580,339,,Clean apartment,personal,high,60,in_progress
1581,339,,Team meeting prep,work,high,45,in_progress
1582,340,258,Complete assignment #258,school,medium,30,completed
1583,340,259,Complete assignment #259,school,high,60,in_progress
1584,340,260,Complete assignment #260,school,high,90,not_started
1585,340,261,Complete assignment #261,school,medium,90,completed
1586,340,212,Complete assignment #212,school,medium,90,not_started
1587,340,213,Complete assignment #213,school,low,90,not_started
1588,340,214,Complete assignment #214,school,high,60,completed
1589,340,215,Complete assignment #215,school,high,45,completed
1590,340,216,Complete assignment #216,school,low,90,in_progress
1591,340,251,Complete assignment #251,school,medium,90,in_progress
1592,340,252,Complete assignment #252,school,high,30,completed
1593,340,253,Complete assignment #253,school,low,120,completed
1594,340,,Meal prep,personal,high,60,completed
1595,340,,Rehearsal,extracurricular,low,30,completed
1596,341,900,Complete assignment #900,school,medium,30,completed
1597,341,901,Complete assignment #901,school,low,120,completed
